Frame,Class,Confidence,X0,Y0,X1,Y1
0,sperm,0.9840101599693298,325.98425,398.78754,345.25266,421.27692
0,sperm,0.9711909890174866,259.58298,55.374737,277.60303,77.59735
0,sperm,0.9702831506729126,465.6878,361.71155,483.48242,383.27667
0,sperm,0.9696778059005737,509.21964,163.97794,528.61755,187.91231
0,sperm,0.9695804119110107,266.7619,410.2182,282.43774,429.19714
0,sperm,0.9679365754127502,11.591376,340.944,33.139347,367.95624
0,sperm,0.9676234126091003,164.71901,178.90134,182.95853,200.515
0,sperm,0.9674586057662964,481.43497,220.92534,501.24796,244.99211
0,sperm,0.9609903693199158,205.1525,227.22636,224.30792,252.44919
0,sperm,0.9601022005081177,564.3384,371.4323,583.2447,392.96384
0,sperm,0.9586384296417236,334.23535,250.1396,356.29697,272.51062
0,sperm,0.9578770399093628,254.46053,384.38504,270.19934,402.51953
0,sperm,0.957522988319397,100.2163,80.64889,117.628105,101.211235
0,sperm,0.9557852745056152,213.85178,151.55447,233.64922,175.97614
0,sperm,0.9520379304885864,71.20682,388.59555,90.36018,407.42715
0,sperm,0.9517256617546082,54.511673,86.81157,70.33676,105.289825
0,sperm,0.9506617784500122,214.47339,379.38123,230.78017,399.5966
0,sperm,0.9496439695358276,282.1606,414.65652,300.92694,435.771
0,sperm,0.9495832324028015,342.10895,204.47299,361.81085,228.76651
0,sperm,0.9476604461669922,164.74075,128.38446,183.69601,153.19113
0,sperm,0.9467593431472778,580.6698,238.97923,598.12573,261.15717
0,sperm,0.9461640119552612,307.98648,209.57132,329.09625,234.41177
0,sperm,0.9460404515266418,355.63086,315.0552,372.88324,338.42224
0,sperm,0.944624125957489,518.9593,396.80246,538.25696,419.5169
0,sperm,0.9416139721870422,332.32635,32.96839,355.14444,55.936108
0,sperm,0.9405399560928345,430.9945,328.79315,449.67282,348.82996
0,sperm,0.9403203129768372,71.64302,235.04881,88.12643,257.29108
0,sperm,0.939697265625,598.96735,197.14293,614.56354,214.35576
0,sperm,0.9395269751548767,138.07433,357.5398,159.55208,381.59048
0,sperm,0.936514675617218,257.36484,89.94113,274.87042,112.43958
0,sperm,0.9360184669494629,43.951378,215.14076,60.420395,237.01015
0,sperm,0.9358555674552917,279.97363,52.29487,298.8552,75.60742
0,sperm,0.9341672658920288,401.15375,12.6640625,420.8198,35.024643
0,sperm,0.9325483441352844,307.07043,81.01463,326.58563,104.62786
0,sperm,0.9323529601097107,155.72594,200.87912,174.27751,223.15866
0,sperm,0.9319373965263367,359.1151,280.00787,380.5738,303.17838
0,sperm,0.9306063055992126,347.86874,430.90378,367.2821,455.74728
0,sperm,0.9272177815437317,486.05814,67.56929,503.789,90.66272
0,sperm,0.9269107580184937,111.020584,52.081573,129.74156,72.68386
0,sperm,0.9253374934196472,77.69055,423.10965,96.52311,446.5613
0,sperm,0.9223077893257141,59.32671,344.68787,75.44767,365.05673
0,sperm,0.9218116998672485,112.480736,90.565186,129.28085,112.29708
0,sperm,0.9194109439849854,522.32196,243.9589,545.12396,267.68423
0,sperm,0.9178561568260193,549.332,155.17358,566.6597,172.99977
0,sperm,0.9159365892410278,185.52364,300.76465,207.08614,325.35852
0,sperm,0.9152305722236633,608.65247,139.7504,625.212,159.19275
0,sperm,0.9151053428649902,3.8690512,131.96994,25.191166,160.7891
0,sperm,0.9095275402069092,199.38802,263.0321,219.62883,286.7282
0,impurity2,0.9083730578422546,378.3366,97.79453,423.5305,148.99657
0,sperm,0.9054470062255859,187.87062,346.67615,208.14552,369.04358
0,sperm,0.9017734527587891,187.42693,189.41258,206.62137,213.92897
0,sperm,0.8992531299591064,463.9217,88.33582,483.83224,110.17271
0,sperm,0.8969759345054626,476.7939,242.8564,496.96225,266.82028
0,sperm,0.8969030976295471,408.69992,33.969566,428.1037,53.824417
0,sperm,0.8909515142440796,599.3532,272.73776,618.957,296.124
0,sperm,0.8813890814781189,47.514454,100.260414,65.37866,123.264206
0,sperm,0.8797128796577454,538.5426,112.57254,557.65094,134.13045
0,sperm,0.8758630156517029,192.16309,428.24924,215.17097,455.21957
0,sperm,0.8681535124778748,604.00684,71.748436,618.97906,90.147606
0,sperm,0.8654502034187317,84.61248,3.2966516,105.20221,24.998003
0,sperm,0.8617456555366516,80.23461,176.93079,100.50463,201.73566
0,sperm,0.8602518439292908,548.2035,313.54852,566.4552,336.99213
0,sperm,0.8580277562141418,299.323,162.99072,320.25092,186.58946
0,sperm,0.8525880575180054,34.069214,60.735023,53.231384,86.61955
0,sperm,0.8525876998901367,377.07114,344.93164,397.35712,369.10565
0,sperm,0.8510199189186096,583.48425,78.343796,598.7527,97.83363
0,sperm,0.8495270609855652,115.48482,280.55527,138.23009,310.0539
0,sperm,0.8470309972763062,567.9912,116.81116,588.7853,138.84879
0,sperm,0.8414285778999329,62.31004,263.618,80.88367,285.22244
0,sperm,0.8274734616279602,303.80695,106.33179,326.05515,131.00739
0,sperm,0.822993814945221,305.56894,185.37675,326.55673,207.93875
0,sperm,0.8165399432182312,246.23027,442.0294,263.57428,463.27695
0,sperm,0.815662682056427,601.5205,297.29797,625.32635,325.33832
0,sperm,0.8121554851531982,27.567524,106.99272,46.092495,128.97847
0,sperm,0.8029511570930481,323.0894,5.9360447,342.09747,31.154688
0,sperm,0.7883880138397217,520.37476,23.133717,540.0534,47.773335
0,sperm,0.7856979370117188,94.86175,62.747005,112.52215,82.57392
0,sperm,0.7694070339202881,363.22397,399.29742,386.4774,423.7891
0,sperm,0.7556527853012085,19.38856,141.91559,38.37169,165.50078
0,sperm,0.7483990788459778,158.85793,39.089436,175.44557,59.005287
0,sperm,0.687030017375946,121.86276,416.51154,146.43758,440.545
0,sperm,0.676573634147644,47.028248,132.68307,66.68259,155.52931
0,sperm,0.6744917035102844,426.68335,412.13812,451.41977,441.6542
0,sperm,0.6742393970489502,239.32298,240.99214,262.613,266.41525
0,impurity2,0.6422576308250427,152.80008,375.17294,186.26192,417.2415
0,sperm,0.6268263459205627,184.36493,104.222824,204.50343,128.91534
0,impurity2,0.6134499311447144,423.07248,407.88837,455.1962,440.7196
1,sperm,0.982819139957428,327.1543,396.69406,347.00626,419.66385
1,sperm,0.9771665334701538,463.87125,361.48123,482.41418,383.74026
1,sperm,0.9723963141441345,355.2008,313.49646,371.81653,334.5818
1,sperm,0.9721478223800659,260.03308,54.972694,277.37738,76.42964
1,sperm,0.9683223962783813,431.35416,328.64114,449.87088,349.9818
1,sperm,0.965994119644165,12.313175,341.23883,33.40716,368.02762
1,sperm,0.965776264667511,163.9887,176.8736,183.06573,199.93594
1,sperm,0.9626129865646362,564.4475,371.6007,583.3301,392.98404
1,sperm,0.9606456756591797,41.594925,215.28519,60.71696,238.9126
1,sperm,0.9591209292411804,510.9666,161.23415,530.0301,186.0935
1,sperm,0.9585901498794556,188.18614,347.48193,208.7288,370.06866
1,sperm,0.9529228210449219,380.28702,177.30704,398.88562,197.30135
1,sperm,0.9518309235572815,256.83438,88.82199,274.85165,112.11118
1,sperm,0.9507073163986206,347.50714,431.6544,365.32593,453.20914
1,sperm,0.9497760534286499,282.42752,415.1865,300.50534,435.1915
1,sperm,0.9434331059455872,281.02264,53.8991,299.71594,77.50055
1,sperm,0.9431411027908325,175.68175,21.097784,189.20572,38.14112
1,sperm,0.9397953748703003,481.63,221.06,500.8172,244.55957
1,sperm,0.9388460516929626,519.2479,396.26376,538.8297,419.18286
1,sperm,0.9377129077911377,401.1124,12.561874,420.82407,35.099934
1,sperm,0.9376059770584106,333.66998,248.99564,354.87195,273.22092
1,sperm,0.9375478625297546,570.7687,112.64915,588.1462,135.73459
1,sperm,0.9367141723632812,211.6991,154.46884,231.91443,178.44054
1,sperm,0.9336780309677124,609.4993,140.69113,625.0241,161.1853
1,sperm,0.9336011409759521,111.003525,88.83656,129.19283,111.49502
1,sperm,0.9316028952598572,598.935,197.46767,614.52386,214.83789
1,sperm,0.9279842972755432,580.24866,237.0625,597.736,259.90775
1,sperm,0.9277555346488953,307.27588,80.08898,327.2526,105.05862
1,sperm,0.9266782999038696,463.87775,88.31999,483.8926,110.54548
1,sperm,0.9265521168708801,287.2097,142.97299,305.32217,164.95384
1,sperm,0.9253010153770447,163.13588,128.11082,180.87442,151.68254
1,sperm,0.9226084351539612,3.9363763,131.97528,25.492085,161.50372
1,sperm,0.9215906262397766,305.4656,187.27715,326.36108,210.57433
1,sperm,0.9214175343513489,524.24133,243.9937,545.85114,265.57162
1,sperm,0.9189031720161438,214.61339,380.97668,230.92899,399.24548
1,sperm,0.9161014556884766,79.39802,175.31146,100.16659,201.96342
1,sperm,0.9152458310127258,54.264164,87.782524,69.381,105.57224
1,sperm,0.9129263162612915,332.8291,32.785706,354.8555,56.820614
1,sperm,0.9109370708465576,135.61076,359.97992,154.75996,381.04443
1,sperm,0.9107263088226318,344.95068,207.28021,362.85046,229.01494
1,sperm,0.9096590876579285,60.542763,341.76743,80.50739,366.3853
1,sperm,0.9087306261062622,207.524,228.70407,226.73338,253.63849
1,sperm,0.9080614447593689,76.97938,421.05984,96.06671,444.73245
1,sperm,0.9049126505851746,116.5238,280.27298,138.7028,309.21838
1,sperm,0.9037756323814392,187.9246,186.21298,208.0817,211.5197
1,sperm,0.9023010730743408,309.3916,211.27678,330.256,235.60799
1,sperm,0.9019979238510132,111.995705,53.33022,129.74171,74.7992
1,sperm,0.9002019762992859,63.41929,264.58398,80.75053,284.46964
1,sperm,0.8996973633766174,370.35532,99.598495,389.24655,123.22029
1,sperm,0.8989936709403992,582.06415,76.68132,599.09753,98.47328
1,sperm,0.8971670866012573,408.82187,33.9031,428.1946,53.943707
1,sperm,0.8934041261672974,74.09101,385.78375,92.76516,402.99054
1,sperm,0.8928198218345642,46.41177,130.62785,65.97882,153.61484
1,impurity2,0.8926239013671875,380.24216,100.576546,424.18405,147.69678
1,sperm,0.891272246837616,477.12775,242.96571,496.8701,266.99118
1,sperm,0.8887401223182678,156.64178,201.6042,175.66127,224.11833
1,sperm,0.8875890970230103,185.13177,301.59723,207.45114,326.23108
1,sperm,0.8846439719200134,256.14462,383.7876,271.39655,400.91544
1,sperm,0.871282696723938,541.6225,114.09505,559.1242,134.26422
1,sperm,0.8700644373893738,359.84732,280.71924,380.5327,303.62885
1,sperm,0.8616647720336914,201.90059,261.44986,221.83865,285.36127
1,sperm,0.8616380095481873,551.4767,155.27367,567.50977,172.21971
1,sperm,0.8560859560966492,111.63059,260.70465,127.81763,280.13202
1,sperm,0.850777268409729,558.96814,138.99365,578.0979,157.44612
1,sperm,0.8461061716079712,603.67377,71.19436,619.684,90.64003
1,sperm,0.843742847442627,601.461,300.43484,623.6349,324.83923
1,sperm,0.8407366275787354,377.5784,344.84747,396.85352,366.94296
